name;age;sex;marital-status;occupation;coord
Joshua Hardin;36;Male;Married-civ-spouse;Prof-specialty;51.09343::3.64363
Christopher Gonzalez;50;Male;Married-civ-spouse;Prof-specialty;50.92851::5.53304
Shannon Evans;61;Female;Widowed;Other-service;51.06214::3.75840
Mr. Robert Powell;31;Male;Never-married;Transport-moving;51.16954::2.77524
Shane Hodge;63;Male;Married-civ-spouse;Prof-specialty;51.19440::3.19816
Gregory Arroyo;41;Male;Married-civ-spouse;Exec-managerial;50.49453::5.08362
Travis Barrett;48;Male;Married-civ-spouse;Machine-op-inspct;50.61787::4.13931
Shelly Pollard;45;Female;Divorced;Sales;51.22623::4.40152
James Lewis;24;Male;Married-civ-spouse;Machine-op-inspct;50.62860::5.56844
Brett Arnold;34;Male;Divorced;Prof-specialty;50.86174::3.61597
Cynthia Mcdaniel;27;Female;Never-married;Sales;51.09282::4.12606
Carlos Bryant;26;Male;Never-married;Craft-repair;50.57084::4.68284
James Herrera;27;Male;Never-married;Handlers-cleaners;50.64891::5.67019
Jonathan Williams;55;Male;Married-civ-spouse;Exec-managerial;51.10348::3.82947
Jeffrey Cole;38;Male;Married-civ-spouse;Exec-managerial;51.30716::4.49062
Mrs. Joanna Johnston DDS;31;Female;Married-civ-spouse;Adm-clerical;51.23436::4.42316
Robert Robinson;51;Male;Married-civ-spouse;Sales;50.43659::3.86089
Evan Campbell;56;Male;Married-civ-spouse;Prof-specialty;50.54852::3.37056
Christopher Parker;39;Male;Married-civ-spouse;Machine-op-inspct;50.98155::4.82602
Brian Hunt;50;Male;Married-civ-spouse;Craft-repair;50.84686::3.12655
Rodney Allen;34;Male;Married-civ-spouse;Prof-specialty;51.13665::3.72774
Jeremy Taylor;44;Male;Divorced;Sales;51.22277::4.25042
Patrick Ortiz;21;Male;Never-married;Protective-serv;51.07106::3.66463
Raymond Sullivan;37;Male;Married-civ-spouse;Machine-op-inspct;50.83784::4.46604
Erica Rodriguez;18;Female;Never-married;Adm-clerical;50.89514::3.01602
Clifford Murphy;38;Male;Married-civ-spouse;Machine-op-inspct;50.06267::4.33581
James Hernandez;19;Male;Never-married;Adm-clerical;51.34060::3.24137
Russell Jensen;46;Male;Married-civ-spouse;Craft-repair;50.67579::4.38238
Whitney Herrera;19;Female;Never-married;Sales;50.11397::5.04336
Rebecca Alexander;22;Female;Never-married;Sales;50.99621::2.90971
Roger Franklin;38;Male;Married-civ-spouse;Craft-repair;50.83003::4.37270
Brenda Marquez;33;Female;Divorced;Exec-managerial;50.64979::5.56469
Jason Ramirez;83;Male;Widowed;Exec-managerial;50.99382::5.41612
Paul Ramsey;34;Male;Married-civ-spouse;Tech-support;50.43615::3.86560
Blake Vasquez;38;Male;Married-civ-spouse;Craft-repair;50.89426::3.65948
Kelly Smith;33;Female;Widowed;Adm-clerical;50.79791::4.40565
Cassandra Johnson;27;Female;Married-civ-spouse;Adm-clerical;51.04150::3.72060
Mr. John Brennan;38;Male;Married-civ-spouse;Craft-repair;50.94122::3.66462
Lee Garcia;25;Male;Never-married;Other-service;50.46040::4.87467
Thomas Flynn;38;Male;Married-civ-spouse;Tech-support;50.45243::4.25297
Scott Colon;52;Male;Married-civ-spouse;Exec-managerial;50.98158::4.05297
Chad Jones;33;Male;Never-married;Prof-specialty;50.66857::4.56470
Kristen Duncan;17;Female;Never-married;Other-service;50.94850::3.11934
Theresa Graham;28;Female;Never-married;Exec-managerial;50.84329::4.41068
Sarah Robinson;52;Female;Divorced;Adm-clerical;50.74863::4.35905
Ryan Sims;34;Male;Separated;Handlers-cleaners;50.84324::4.01896
Donna Monroe;25;Female;Never-married;Prof-specialty;51.05255::3.71814
Jesse Steele;17;Male;Never-married;Other-service;50.53267::5.12396
Thomas Walker;22;Male;Never-married;Other-service;50.86578::4.36648
Manuel Navarro;22;Male;Never-married;Handlers-cleaners;50.82792::4.21742
Robert Stone Jr.;46;Male;Married-civ-spouse;Sales;50.62498::5.51599
Elizabeth Irwin;58;Female;Divorced;Machine-op-inspct;50.60398::4.34242
Christine House;39;Female;Divorced;Sales;50.92686::4.40860
Angela Baker;59;Female;Widowed;Other-service;50.69313::4.20148
Anthony Hernandez;61;Male;Married-civ-spouse;Adm-clerical;50.97181::4.94565
Mike Estrada;32;Male;Married-civ-spouse;Craft-repair;51.08969::4.45112
Brian Carter;50;Male;Married-civ-spouse;Exec-managerial;50.86273::4.62945
Jonathon Clayton;51;Male;Married-civ-spouse;Craft-repair;51.17377::3.78413
Michael Lucero;20;Male;Never-married;Craft-repair;50.81925::4.33817
James Barnett;38;Male;Married-civ-spouse;Exec-managerial;51.15984::3.22885
Kevin Miller;44;Male;Married-civ-spouse;Craft-repair;50.67291::4.61734
Paul Castillo;28;Male;Never-married;Sales;50.83865::4.40652
Debra Wyatt;50;Female;Married-civ-spouse;Prof-specialty;50.80758::3.06759
Herbert Gould;53;Male;Divorced;Prof-specialty;50.83232::4.30945
James Wright;42;Male;Married-civ-spouse;Sales;50.24842::4.58635
Kevin Quinn;47;Male;Married-civ-spouse;Prof-specialty;51.06511::3.69209
Savannah George;39;Female;Married-civ-spouse;Adm-clerical;50.40192::3.78022
Richard Garcia;38;Male;Never-married;Farming-fishing;50.49229::4.20935
Seth Bush;34;Male;Never-married;Prof-specialty;51.17701::3.74270
Jordan Gomez;40;Female;Married-civ-spouse;Prof-specialty;51.13270::2.67281
Amanda Craig;63;Female;Widowed;Sales;50.84758::3.60053
Alyssa Cunningham;53;Female;Married-civ-spouse;Exec-managerial;50.87096::4.70786
Scott Cruz;43;Male;Divorced;Prof-specialty;51.13839::4.43343
Leslie Henry;28;Male;Never-married;Exec-managerial;50.42613::4.54021
Brandy Rogers;68;Female;Widowed;Exec-managerial;51.19447::5.42888
Bryan Rogers;46;Male;Married-civ-spouse;Prof-specialty;51.17159::4.36050
Mary Glenn;57;Female;Never-married;Adm-clerical;50.58764::5.89077
Brittany Park;38;Female;Divorced;Adm-clerical;49.66021::5.57463
Patrick Martinez;66;Male;Married-civ-spouse;Sales;51.03277::2.85729
Brenda Williams;29;Female;Never-married;Sales;51.22226::4.40352
Anthony Hernandez;54;Male;Married-civ-spouse;Sales;50.78064::3.40475
Ricardo Ruiz;38;Male;Never-married;Prof-specialty;50.59887::5.52016
Stephanie Pearson;35;Female;Separated;Priv-house-serv;50.35306::5.30892
Jennifer Edwards;30;Female;Never-married;Prof-specialty;51.02288::3.14300
Jennifer Ford;39;Female;Never-married;Adm-clerical;50.45707::4.17903
James Marquez;31;Male;Never-married;Prof-specialty;50.89231::4.09706
Michael Fischer;50;Male;Married-civ-spouse;Machine-op-inspct;50.25401::4.92568
Mark Maddox;30;Male;Married-civ-spouse;Craft-repair;50.91052::4.03437
Angela Graham;25;Female;Never-married;Sales;51.16637::2.77730
Michelle Mitchell;24;Female;Never-married;Priv-house-serv;49.97972::4.93434
Carrie Cuevas;59;Female;Separated;Protective-serv;50.44514::3.80549
Nathan Quinn;45;Male;Married-civ-spouse;Adm-clerical;50.64124::5.55580
Kristen Mcdaniel;64;Female;Separated;Other-service;50.37688::5.63489
Lisa Johnson;61;Female;Married-civ-spouse;Other-service;50.93156::4.69824
Jennifer Thomas;42;Female;Divorced;Tech-support;50.84454::4.39459
Eric Chang;28;Male;Married-civ-spouse;Machine-op-inspct;50.84521::4.27587
Willie Smith;53;Male;Divorced;Handlers-cleaners;50.20525::4.80773
Cory Ballard;33;Male;Divorced;Handlers-cleaners;51.17994::3.02915
Jose Mitchell;34;Male;Married-civ-spouse;Prof-specialty;51.17476::2.78366
Eddie Vargas DDS;41;Male;Married-civ-spouse;Other-service;51.04139::4.15943
Mr. Gregory Weiss PhD;67;Male;Married-civ-spouse;Handlers-cleaners;51.20240::3.48622
Caroline Payne;46;Female;Widowed;Prof-specialty;50.97865::5.05859
Jennifer Boone;32;Female;Married-civ-spouse;Sales;51.17509::4.83044
Robert Chavez;41;Male;Married-civ-spouse;Transport-moving;49.71868::5.55647
Christian Peterson;30;Male;Married-civ-spouse;Prof-specialty;51.06211::4.03961
Adrian Thornton;54;Male;Divorced;Exec-managerial;50.48865::5.85864
Jonathan Kim;33;Male;Divorced;Other-service;51.18654::3.09995
Heather Brown;34;Female;Never-married;Exec-managerial;50.98562::3.55880
Dana Young;45;Female;Divorced;Adm-clerical;50.92361::5.68905
Logan Mitchell;21;Male;Never-married;Other-service;50.50827::4.16921
Alan Collins;25;Male;Married-civ-spouse;Prof-specialty;51.03102::2.86601
Joshua Martin;38;Male;Married-civ-spouse;Craft-repair;50.82768::4.34503
Terri Erickson;17;Female;Never-married;Craft-repair;51.24931::4.45184
Rachel Scott;35;Female;Divorced;Sales;50.89623::3.84618
Micheal Green;38;Male;Married-civ-spouse;Craft-repair;50.96417::5.68285
Scott Mclean;48;Male;Married-civ-spouse;Protective-serv;50.73974::5.68283
Troy Wright;25;Male;Never-married;Other-service;50.69546::4.18876
William Duke;57;Male;Never-married;Exec-managerial;50.80910::5.34325
Tracey Williams;32;Female;Divorced;Exec-managerial;50.89370::5.46718
Billy Rollins;39;Male;Separated;Prof-specialty;51.13335::4.20207
Amanda Tyler;23;Female;Never-married;Adm-clerical;51.34211::4.75501
Jeffrey Brooks;21;Male;Never-married;Handlers-cleaners;51.05981::3.70267
Nancy Perry;47;Female;Divorced;Adm-clerical;51.23049::2.91455
Lori Tran;25;Female;Never-married;Machine-op-inspct;50.74463::5.61513
Carlos Taylor;41;Male;Married-spouse-absent;Adm-clerical;51.03565::4.52414
Rita Martin;19;Female;Never-married;Other-service;51.02379::5.40336
Dave Murray;24;Male;Never-married;Craft-repair;50.82836::3.25605
Anthony Ruiz;57;Male;Married-civ-spouse;Exec-managerial;50.74301::5.99285
Jason Chen;32;Male;Married-civ-spouse;Transport-moving;50.55430::5.28445
Tyler Vargas;28;Male;Married-civ-spouse;Craft-repair;50.39344::4.40090
Devin Harper;40;Male;Married-civ-spouse;Exec-managerial;51.36058::4.30999
Pedro Wells;21;Male;Never-married;Prof-specialty;51.19455::4.45754
Ronald Wallace;45;Male;Married-civ-spouse;Sales;50.68488::5.74974
Joshua Hart;55;Male;Married-civ-spouse;Transport-moving;51.03902::4.47733
Michael Davis;42;Male;Married-civ-spouse;Adm-clerical;51.20455::4.78101
Jeremy Ortega;49;Male;Married-civ-spouse;Adm-clerical;51.14236::4.09398
Jose Peters;38;Male;Married-civ-spouse;Handlers-cleaners;50.46146::4.65326
Edward Morgan;50;Male;Never-married;Exec-managerial;50.04900::4.49677
Christopher Montoya;47;Male;Married-civ-spouse;Machine-op-inspct;51.17836::4.13566
Christian Gonzalez;39;Male;Married-civ-spouse;Sales;50.22100::5.29149
Matthew Brown;42;Male;Married-civ-spouse;Transport-moving;51.22465::4.43691
Jessica Spencer;32;Female;Divorced;Craft-repair;50.41331::4.38895
Jamie Spencer;44;Female;Divorced;Exec-managerial;51.31296::4.93829
Donald Gibbs;50;Male;Married-civ-spouse;Prof-specialty;51.19719::4.44331
Heather James;55;Female;Divorced;Adm-clerical;50.76376::4.14399
Marcus Golden;37;Male;Never-married;Machine-op-inspct;51.30459::4.55439
Jessica Smith;59;Female;Divorced;Adm-clerical;50.63315::5.55179
David Compton;56;Male;Married-civ-spouse;Transport-moving;50.79788::4.95521
Rick Hanson;33;Male;Never-married;Craft-repair;50.54737::4.78911
Eric Brown;35;Male;Married-civ-spouse;Tech-support;50.67112::4.61100
Jonathan Decker;44;Male;Never-married;Other-service;51.17854::4.42754
Darin Sherman;57;Male;Married-civ-spouse;Exec-managerial;50.44099::4.39277
Brooke Conrad;31;Female;Never-married;Exec-managerial;51.17112::2.79057
Angela Gonzalez;18;Female;Never-married;Sales;51.27874::3.03177
James Wells;43;Male;Married-civ-spouse;Craft-repair;50.60900::3.38609
Calvin Underwood;33;Male;Married-civ-spouse;Craft-repair;51.11611::2.63668
Joshua Parsons;18;Male;Never-married;Adm-clerical;51.10165::2.58709
Michael Smith;47;Male;Never-married;Adm-clerical;51.14895::4.85243
Grace Mitchell;53;Female;Divorced;Other-service;50.81489::3.27379
Michael Richards;59;Male;Never-married;Exec-managerial;51.20119::4.45822
Travis Sullivan;49;Male;Married-civ-spouse;Exec-managerial;51.12030::4.00655
Derek Morris;26;Male;Never-married;Craft-repair;51.04165::4.47583
Alex Martin;25;Male;Never-married;Handlers-cleaners;51.08766::4.14462
Ashley Wilson;36;Female;Never-married;Prof-specialty;51.06375::4.14655
Erin Sharp;29;Female;Never-married;Exec-managerial;50.63152::5.55593
Melanie Glover;52;Female;Divorced;Other-service;51.10553::4.28730
Steve Cook;50;Male;Married-civ-spouse;Sales;51.17697::4.37794
Tanya Dennis;22;Female;Never-married;Exec-managerial;50.46084::3.99525
Victoria Brown;44;Female;Divorced;Exec-managerial;50.67781::4.97965
Keith Johnson;32;Male;Married-civ-spouse;Handlers-cleaners;50.96256::4.00808
Jean Mcmillan;49;Female;Divorced;Adm-clerical;51.20405::4.46985
Dr. Mark Molina;31;Male;Married-civ-spouse;Farming-fishing;51.06097::3.69233
David Chen;33;Male;Married-civ-spouse;Other-service;50.68296::5.99365
Chelsea Shah;50;Female;Married-civ-spouse;Sales;50.99338::3.82875
Kimberly Hernandez;26;Female;Never-married;Adm-clerical;51.13390::4.39043
Randy Harrison;55;Male;Married-civ-spouse;Prof-specialty;50.57007::5.53107
Maria Davis;49;Female;Widowed;Exec-managerial;51.04432::3.95203
Jennifer Simmons MD;22;Female;Married-civ-spouse;Sales;50.57405::5.58312
Mr. Brent Lewis;43;Male;Married-civ-spouse;Exec-managerial;51.15700::3.62333
Jose Mitchell;58;Male;Married-civ-spouse;Prof-specialty;50.97284::3.86911
Jorge Jackson;48;Male;Married-civ-spouse;Prof-specialty;50.90252::4.55961
Gregory Johnson;21;Male;Never-married;Other-service;50.46269::3.95772
Katie Hanson;67;Female;Widowed;Other-service;50.61260::4.50612
Greg Wilson;39;Male;Married-civ-spouse;Transport-moving;50.42408::4.87173
Tara Anthony;52;Female;Divorced;Farming-fishing;51.13595::5.46283
Ricky Weaver;25;Male;Never-married;Prof-specialty;51.13626::5.60962
Aaron Dunlap;27;Male;Never-married;Exec-managerial;51.12375::4.39162
Monica Harmon;18;Female;Never-married;Sales;50.82057::4.35585
Brandon Diaz;41;Male;Married-civ-spouse;Transport-moving;51.04137::4.47024
Ronald Walker;59;Male;Never-married;Prof-specialty;51.13884::4.83859
Willie Lopez;23;Male;Never-married;Other-service;51.01020::4.73468
Patricia Perez;42;Female;Divorced;Other-service;51.24382::4.89406
Joshua Smith;54;Male;Married-civ-spouse;Prof-specialty;50.46889::4.18046
Travis Jones;39;Male;Never-married;Craft-repair;51.27036::4.71406
Timothy Davis;57;Male;Married-civ-spouse;Other-service;50.97233::4.71341
Sheryl Parks;51;Female;Divorced;Other-service;51.35522::3.30079
Kevin Page;31;Male;Married-civ-spouse;Craft-repair;50.91691::3.92971
Angela Wilson;24;Female;Married-spouse-absent;Adm-clerical;50.65169::5.59249
Jonathan Johnson;35;Male;Never-married;Craft-repair;51.07013::3.69790
Kelsey Elliott;26;Female;Never-married;Exec-managerial;51.15810::4.48625
Charles York;42;Male;Married-civ-spouse;Prof-specialty;51.17056::5.58190
Adam Turner;31;Male;Married-civ-spouse;Craft-repair;50.86933::4.72450
Matthew Sanchez;46;Male;Married-civ-spouse;Transport-moving;49.61006::5.65377
Joshua Cunningham;38;Male;Married-civ-spouse;Exec-managerial;51.05892::4.35135
Troy Wolfe;51;Male;Married-civ-spouse;Farming-fishing;51.14267::4.53863
Thomas Barnett;27;Male;Married-civ-spouse;Machine-op-inspct;50.85375::4.37499
Robert Garcia;22;Male;Married-civ-spouse;Transport-moving;51.15022::2.95969
Steven Schmidt;25;Male;Never-married;Handlers-cleaners;50.94221::3.15182
Eric Leonard;58;Male;Married-civ-spouse;Exec-managerial;50.60498::3.39347
Roger Mccormick;23;Male;Never-married;Prof-specialty;50.48391::3.92110
Kristy Dean;63;Female;Widowed;Other-service;51.23885::5.11455
Ross Alvarado;23;Male;Separated;Other-service;49.78200::5.63254
Hector Sanchez;51;Male;Married-civ-spouse;Sales;50.86105::5.57022
Rebecca Suarez;75;Female;Never-married;Priv-house-serv;50.05359::4.48933
Lauren Sexton;52;Female;Divorced;Sales;50.52768::3.79377
Aaron Gallegos;69;Male;Married-civ-spouse;Sales;50.55906::4.54114
Nicole Moore;40;Female;Never-married;Adm-clerical;50.63054::5.71133
Michael Johnson;34;Male;Married-civ-spouse;Prof-specialty;51.26339::4.51052
Kimberly Williams;21;Female;Never-married;Prof-specialty;50.47681::4.09761
Victoria Fischer;30;Female;Never-married;Prof-specialty;51.09993::3.76071
Charles Roberts;46;Male;Married-civ-spouse;Transport-moving;50.83710::4.28075
Danielle Taylor;21;Female;Never-married;Adm-clerical;51.05535::4.36089
Travis Fowler;44;Male;Married-civ-spouse;Machine-op-inspct;50.88995::4.73049
Stephanie Mckinney;51;Female;Married-civ-spouse;Adm-clerical;51.25776::5.47794
Lisa Lopez;40;Female;Divorced;Adm-clerical;49.70093::5.37785
Gregory Vang;33;Male;Married-civ-spouse;Protective-serv;50.82078::3.28536
Dustin Montoya;22;Male;Married-civ-spouse;Craft-repair;50.81016::5.19247
William Neal;23;Male;Married-civ-spouse;Exec-managerial;50.78774::3.04474
Mr. Charles Frazier PhD;75;Male;Married-spouse-absent;Craft-repair;51.20175::4.41799
Ana White;55;Female;Widowed;Handlers-cleaners;50.72464::3.93584
John Lane;45;Male;Divorced;Craft-repair;51.07114::3.35577
John Beck;31;Male;Never-married;Other-service;51.21947::2.91121
Craig Torres;49;Male;Married-civ-spouse;Adm-clerical;50.85411::4.30777
Madison Webb;26;Female;Never-married;Prof-specialty;50.45465::4.55236
Andrew Carter;61;Male;Married-civ-spouse;Sales;51.11863::3.72376
Kevin Wright;44;Male;Married-civ-spouse;Adm-clerical;51.13310::5.06858
Gloria Young;28;Female;Never-married;Adm-clerical;51.31399::3.12056
Kim Hall;51;Female;Divorced;Other-service;50.71931::4.38688
Mr. Daniel Moses;44;Male;Married-civ-spouse;Prof-specialty;50.68012::4.29787
Joshua Gray;24;Male;Never-married;Exec-managerial;51.32773::4.52190
Kyle Olson;46;Male;Married-civ-spouse;Exec-managerial;50.97747::2.95610
Kimberly Clark;36;Female;Widowed;Other-service;50.60018::3.39756
Rachel Parker;23;Female;Never-married;Other-service;50.87899::4.34359
Joseph Williams;25;Male;Married-civ-spouse;Handlers-cleaners;50.30866::4.71160
Jordan Perez;48;Male;Married-civ-spouse;Sales;50.30426::4.64910
Julie Gonzalez;18;Female;Never-married;Other-service;50.86739::4.33909
Michael Gardner;25;Male;Never-married;Craft-repair;50.95701::5.32695
Jason Rodgers;19;Male;Never-married;Transport-moving;50.06891::4.84932
Timothy Casey;33;Male;Never-married;Adm-clerical;50.91182::4.71465
Sheryl Powell;42;Female;Divorced;Other-service;51.33964::3.29986
Rachael Robinson;22;Female;Never-married;Adm-clerical;50.84811::4.33829
John Rivera;36;Male;Married-civ-spouse;Prof-specialty;50.77012::3.87347
Bobby Jones;33;Male;Never-married;Handlers-cleaners;51.12640::5.00749
Daniel Walters;34;Male;Married-civ-spouse;Exec-managerial;50.85631::4.07464
Donald Cruz DVM;33;Male;Married-civ-spouse;Prof-specialty;50.48092::5.23408
Daniel Murillo;62;Male;Married-civ-spouse;Prof-specialty;50.64104::5.59122
Heather Williams;30;Female;Never-married;Exec-managerial;50.99234::4.15608
Erin Mosley;22;Female;Never-married;Adm-clerical;50.27106::4.39777
Jonathan Patel;34;Male;Divorced;Craft-repair;50.82930::4.38746
Caroline Parrish;43;Female;Widowed;Machine-op-inspct;51.26752::4.41767
Andrew Chavez DDS;25;Male;Never-married;Craft-repair;50.98284::3.56689
Abigail Williams;35;Female;Widowed;Other-service;50.89018::5.49705
Kayla Swanson;28;Female;Never-married;Other-service;50.40944::3.86859
Sydney Ross;28;Female;Divorced;Sales;51.35613::3.30340
Kimberly Parrish;25;Female;Never-married;Handlers-cleaners;50.85156::4.26861
